crunch_id,name,milestone_num,competitor_num,office_num,product_num,service_num,founding_round_num,total_money_raised,acquisition_num,investment_num,vc_num,num_exited_competitor,company_count,exited_company_count
flexjobs-corporation-2,"FlexJobs Corporation",0,0,0,0,0,0,0.0,0,0,0,0,5,0
flexminder,"FlexMinder",0,0,1,0,0,2,0.157,0,0,2,0,3,0
flexpansion,"Flexpansion",2,0,1,0,0,0,0.0,0,0,0,0,0,0
flexport,"Flexport",0,0,1,0,0,1,0.045,0,0,0,0,0,0
flexscore,"FlexScore",0,0,1,0,0,1,0.15,0,0,0,0,0,0
flextory,"Flextory",0,0,0,0,0,0,0.0,0,0,0,0,1,0
flextown,"Flextown",0,0,1,0,0,0,0.0,0,0,0,0,0,0
flextrip,"Flextrip",1,0,1,0,0,1,0.035,0,0,0,0,0,0
flexus-group,"Flexus Group",0,0,2,0,0,0,0.0,0,0,0,0,0,0
flickaswitch,"Flickaswitch",0,0,0,0,0,0,0.0,0,0,0,0,0,0
flickbazar,"FlickBazar",0,0,0,0,0,0,0.0,0,0,0,0,0,0
flickchart,"Flickchart",0,0,0,0,0,0,0.0,0,0,0,0,4,0
flickim,"FlickIM",0,2,1,1,0,1,0.16,0,0,2,0,2,0
flicklaunch,"FlickLaunch",0,0,1,1,0,0,0.0,0,0,0,0,2,0
flickme,"Flickme",0,0,1,0,0,1,0.0,0,0,1,0,0,0
flickpeek,"FlickPeek",0,3,0,0,5,0,0.0,0,0,0,1,0,0
flicksquare,"Flicksquare",0,0,1,0,0,0,0.0,0,0,0,0,0,0
flicstart,"Flicstart",0,0,1,0,0,1,0.0,0,0,1,0,2,0
flierguy,"Flierguy",0,0,1,0,0,0,0.0,0,0,0,0,0,0
fliggo,"RevziTV",0,0,1,0,0,1,0.0,0,0,1,0,4,0
flight-club,"Flight Club ",0,0,0,0,0,0,0.0,0,0,0,0,0,0
flight-search,"Flight Search",0,0,1,0,0,0,0.0,0,0,0,0,0,0
flightaware,"FlightAware",11,0,2,7,0,0,0.0,0,0,0,0,0,0
flightcar,"FlightCar",0,0,1,0,0,4,0.611,0,0,17,0,0,0
flightfox,"Flightfox",1,0,2,0,0,1,0.08,0,0,4,0,4,0
flights-with-friends,"Flights With Friends",0,0,0,0,0,0,0.0,0,0,0,0,2,0
flightsearch,"FlightSearch",0,0,1,0,0,0,0.0,0,0,0,0,0,0
flightspeak,"flightSpeak",0,0,1,0,0,0,0.0,0,0,0,0,1,0
flightsunite,"FlightsUnite",1,0,1,1,2,0,0.0,0,0,0,0,1,0
fligoo-llc,"Fligoo",0,0,1,0,0,2,0.0115,0,0,2,0,3,0
fliiby,"Fliiby ",0,7,1,1,0,1,0.01,0,0,0,2,3,0
flikli,"Flikli",0,0,0,0,0,0,0.0,0,0,0,0,0,0
flikpiks,"FlikPiks",0,5,1,0,0,0,0.0,0,0,0,2,0,0
flikshop,"Flikshop",0,0,0,0,0,0,0.0,0,0,0,0,0,0
flimbu,"Flimbu",0,0,2,0,5,0,0.0,0,0,0,0,0,0
flimity,"FLIMITY",0,0,1,1,0,0,0.0,0,0,0,0,0,0
flimmit,"Flimmit",0,0,1,0,0,0,0.0,0,0,0,0,0,0
flimp-media,"Flimp Media",0,0,1,1,0,0,0.0,0,0,0,0,2,0
flingo,"Flingo",1,0,1,2,0,2,0.8,0,0,3,0,4,0
flinqer,"Flinqer",0,0,1,0,0,1,0.0,0,0,1,0,0,0
flint-hills-design,"Flint Hills Design",0,0,2,0,0,0,0.0,0,0,0,0,0,0
flip-media,"Flip Media",0,0,9,0,0,0,0.0,0,0,0,0,4,0
flip4,"Flip4",0,0,1,0,0,1,0.0,0,0,1,0,0,0
flip4new,"FLIP4NEW",0,0,1,0,0,2,0.0,0,0,3,0,1,0
flipcause,"FlipCause",0,0,0,0,0,0,0.0,0,0,0,0,2,0
flipfrog,"flipfrog",0,0,0,0,0,0,0.0,0,0,0,0,2,0
flipkart,"Flipkart",0,1,1,0,0,3,18.0,1,0,3,0,2,0
fliplife,"Fliplife",1,0,1,0,0,1,0.0,0,0,3,0,11,0
fliply,"fliply",0,0,0,1,0,0,0.0,0,0,0,0,0,0
flipmytext,"FlipMyText",0,0,0,0,0,0,0.0,0,0,0,0,0,0
flippa,"Flippa",0,0,1,0,0,0,0.0,0,0,0,0,7,0
flipped-normal-media,"Flipped Normal Media",0,0,0,0,0,0,0.0,0,0,0,0,0,0
flippin-sweet-gear,"Flippin' Sweet Gear",0,0,0,0,0,0,0.0,0,0,0,0,0,0
flipside-marketing,"Flipside Marketing",0,0,1,3,1,0,0.0,0,0,0,0,0,0
flipso,"Flipso",0,0,0,0,0,0,0.0,0,0,0,0,2,0
flipswap,"Flipswap",0,0,1,0,0,1,1.4,0,0,2,0,3,0
fliptape,"Fliptape",0,0,0,0,0,0,0.0,0,0,0,0,1,0
flipter,"Flipter",0,0,0,0,0,0,0.0,0,0,0,0,1,0
fliptop,"Fliptop",0,0,1,3,0,3,0.52,1,0,8,0,3,1
flirq,"Flirq",1,0,1,0,1,2,0.005,0,0,1,0,1,0
flirtatious-labs,"Flirtatious Labs",0,0,1,1,0,1,0.0025,0,0,0,0,0,0
flirtbase-com,"flirtbase",0,0,0,0,0,0,0.0,0,0,0,0,0,0
flirtfair,"Flirtfair",0,0,1,0,0,0,0.0,0,0,0,0,0,0
flirtic-com,"Flirtic.com",1,0,1,0,0,1,0.0,0,0,1,0,1,0
flirtomatic,"Flirtomatic ",0,0,1,1,1,2,0.9,0,0,3,0,0,0
flite,"Flite",0,0,1,0,0,1,1.2,0,0,4,0,1,0
flitsmeister,"Flitsmeister",0,0,1,0,0,0,0.0,0,0,0,0,2,0
flixel-photos,"Flixel Photos ",0,2,1,0,0,1,0.026,0,0,0,0,2,0
flixmaster,"FlixMaster",0,0,1,0,0,2,0.22,0,0,9,0,2,0
flixmonkey,"Flixlab",1,0,1,0,0,3,0.24,0,0,0,0,1,0
flixwagon,"Flixwagon",0,6,1,2,0,3,0.25,0,0,0,2,0,0
flixxy,"Flixxy",0,0,1,0,0,0,0.0,0,0,0,0,0,0
flixya,"Flixya",0,0,1,0,0,0,0.0,0,0,0,0,0,0
fllu,"FLLU",0,0,0,0,0,0,0.0,0,0,0,0,1,0
flo,"FLO~",0,5,0,0,0,0,0.0,0,0,0,2,2,0
float-left-interactive,"Float Left Interactive",0,0,0,0,0,0,0.0,0,0,0,0,0,0
float-mobile-learning,"Float Mobile Learning",1,0,1,5,1,0,0.0,0,0,0,0,1,0
float-money,"Float Money",0,0,1,0,0,0,0.0,0,0,0,0,1,0
floatopian,"Floatopian",0,0,0,0,0,0,0.0,0,0,0,0,2,0
floatpoint-media,"FloatPoint Media",0,0,2,1,0,0,0.0,0,0,0,0,0,0
floatsquare,"Floatsquare",0,0,0,0,0,0,0.0,0,0,0,0,0,0
flocations,"Flocations",2,0,1,0,0,2,0.061,0,0,2,0,0,0
flocker,"Flocker",0,0,0,0,0,0,0.0,0,0,0,0,4,0
flockofbirds,"FlockOfBirds",0,0,1,1,0,1,0.0091,0,0,1,0,1,0
flocktag,"FlockTAG",0,0,1,0,0,0,0.0,0,0,0,0,0,0
flocktory,"Flocktory",1,0,1,0,0,0,0.0,0,0,0,0,2,0
floco-apps,"Floco Apps",0,0,1,0,0,0,0.0,0,0,0,0,0,0
flofolio,"flo'folio",0,1,0,1,0,0,0.0,0,0,0,0,0,0
flog,"Flog",0,2,1,0,0,0,0.0,0,0,0,1,2,0
floggia,"Floggia",0,1,0,0,0,0,0.0,0,0,0,1,1,0
flogly,"Flogly",2,0,0,0,0,0,0.0,0,0,0,0,0,0
flogs-com,"Flogs.com",0,0,4,0,0,1,0.2,0,0,0,0,0,0
flok-llc,"Flok - Come Together",0,0,0,0,0,0,0.0,0,0,0,0,3,0
flomio,"Flomio",0,0,1,0,0,2,0.0543,0,0,1,0,3,0
floodlight-investing,"Floodlight Investing",0,0,0,0,0,0,0.0,0,0,0,0,0,0
flooha,"Flooha",0,0,0,1,0,0,0.0,0,0,0,0,1,0
floor64,"Floor64",0,0,1,2,0,0,0.0,0,0,0,0,2,0
floorplanner-com,"Floorplanner.com",0,1,1,4,0,0,0.0,0,0,0,0,0,0
floors-asap,"Floors ASAP",0,0,0,0,0,0,0.0,0,0,0,0,0,0
floost,"Floost",0,0,3,0,0,0,0.0,0,0,0,0,5,0
floralfox,"FloralFox",0,0,0,0,0,1,0.0035,0,0,0,0,0,0
flores-design-studio,"Flores Design Studio",0,0,0,0,0,0,0.0,0,0,0,0,0,0
florida-dealer-consultants,"Florida Dealer Consultants",0,0,0,0,0,0,0.0,0,0,0,0,0,0
florida-etr,"Florida ETR",0,0,1,0,0,0,0.0,0,0,0,0,0,0
florida-lacrosse-sports,"Florida Lacrosse & Sports",0,0,0,0,0,0,0.0,0,0,0,0,1,0
floridarentalads-com,"FloridaRentalAds.com",1,3,1,0,0,0,0.0,0,0,0,0,1,0
flourish,"Flourish",0,0,0,0,1,0,0.0,0,0,0,0,2,0
flourishworks,"Flourishworks",0,0,0,0,0,0,0.0,0,0,0,0,1,0
flow-living,"Flow Living",0,0,0,0,0,0,0.0,0,0,0,0,0,0
flow20-com,"Flow20.com",0,0,1,0,0,0,0.0,0,0,0,0,1,0
flowchart-com,"Flowchart.com ",0,3,0,0,0,0,0.0,0,0,0,0,4,0
flower-muse,"Flower Muse",0,0,1,0,0,0,0.0,0,0,0,0,0,0
flower-plaza,"Flower plaza",0,0,0,0,0,0,0.0,0,0,0,0,0,0
flower-station,"Flower Station",0,0,1,0,0,0,0.0,0,0,0,0,0,0
flowers-for-dreams,"Flowers for Dreams",0,0,1,0,0,0,0.0,0,0,0,0,1,0
flowers24hours,"Flowers24hours",0,0,1,0,1,0,0.0,0,0,0,0,0,0
flowershopdeals,"FlowerShopDeals",0,0,0,0,0,0,0.0,0,0,0,0,1,0
flowersinspace,"FlowersInSpace",0,0,1,0,0,0,0.0,0,0,0,0,1,0
flowfinity-wireless-inc,"Flowfinity Wireless Inc.",0,0,1,0,0,0,0.0,0,0,0,0,0,0
flowh,"Flowh",3,2,2,0,0,0,0.0,0,0,0,0,0,0
flowmingle,"FlowMingle",0,5,1,0,0,0,0.0,0,0,0,2,3,0
flowplay,"FlowPlay",0,2,1,1,0,2,0.38,0,0,3,0,0,0
flowsee,"Flowsee",1,3,1,1,0,0,0.0,0,0,0,1,0,0
flowww,"Flowww",0,0,1,1,0,0,0.0,0,0,0,0,1,0
flowz,"Flowz",0,0,1,2,0,0,0.0,0,0,0,0,0,0
flubit-limited,"Flubit Limited",2,0,1,0,0,3,0.275,0,0,0,0,1,0
fluc,"Fluc",0,0,1,0,0,0,0.0,0,0,0,0,0,0
fluencr,"Fluencr",0,0,0,0,0,0,0.0,0,0,0,0,1,0
fluendo-embedded,"Fluendo Embedded",1,0,0,0,0,0,0.0,0,0,0,0,0,0
fluent-inc,"Fluent, Inc.",0,0,1,0,0,0,0.0,0,0,0,0,2,0
fluent-io,"Fluent.io",0,0,1,0,0,0,0.0,0,0,0,0,0,0
fluent-medical,"Fluent Medical",0,3,1,0,0,0,0.0,0,0,0,0,0,0
fluent,"Fluent",0,0,1,0,0,0,0.0,0,0,0,0,4,0
fluff-less,"fluff-less",0,1,1,0,0,0,0.0,0,0,0,0,0,0
fluid-creativity,"Fluid Creativity",0,0,1,0,0,0,0.0,0,0,0,0,0,0
fluid-interaction-2,"Fluid Interaction ",0,0,1,0,0,0,0.0,0,0,0,0,1,0
fluid-pixel,"Fluid Pixel",0,0,1,1,0,0,0.0,0,0,0,0,0,0
fluid-trends,"Fluid Trends",0,0,1,0,0,0,0.0,0,0,0,0,0,0
fluid-ui,"Fluid UI",1,0,0,0,0,0,0.0,0,0,0,0,0,0
fluidhtml,"Fluid HTML",0,0,1,0,1,0,0.0,0,0,0,0,1,0
fluidinfo,"Fluidinfo",0,0,1,0,0,2,0.134,0,0,14,0,0,0
fluidriver,"FluidRiver",0,0,1,0,0,0,0.0,0,0,0,0,0,0
fluidsurveys,"FluidSurveys",0,3,2,0,0,0,0.0,0,0,0,0,0,0
fluidtables,"Fluidtables",0,0,0,0,0,0,0.0,0,0,0,0,1,0
flukle,"Flukle",0,2,0,0,0,1,0.001,0,0,1,0,1,0
flumes,"Flumes",0,4,0,0,0,1,0.005,0,0,1,0,1,0
flumotion,"Flumotion",2,13,1,0,0,0,0.0,0,0,0,4,0,0
flurry,"Flurry",2,7,3,0,0,4,5.05,1,0,19,3,4,0
flutter-io,"Flutter",0,0,1,0,1,1,0.14,0,0,4,0,2,0
flutterby-labs,"Flutterby",0,0,0,0,0,0,0.0,0,0,0,0,1,0
flutteroo,"Flutteroo",2,2,1,3,1,0,0.0,0,0,0,0,0,0
flutterscape,"FlutterScape",0,0,1,0,0,3,0.105,0,0,2,0,0,0
flux-led,"FLUX LED",0,0,1,0,0,0,0.0,0,0,0,0,0,0
flxone,"FlxOne",0,0,1,3,0,0,0.0,0,0,0,0,0,0
fly-com,"Fly.com",0,2,1,0,0,0,0.0,0,0,0,2,0,0
fly-with-monkey,"Fly With Monkey",0,0,0,1,0,0,0.0,0,0,0,0,0,0
flyapp,"Flyapp",0,1,0,1,0,0,0.0,0,0,0,1,0,0
flybymiles,"FlyByMiles",0,2,0,0,0,0,0.0,0,0,0,1,1,0
flycast,"FlyCast",7,0,1,1,0,2,0.21,0,0,2,0,0,0
flye,"Flye",0,0,0,0,0,0,0.0,0,0,0,0,0,0
flyerbug,"Flyerbug",0,0,1,0,0,0,0.0,0,0,0,0,1,0
flyerzone,"Flyerzone",0,0,1,0,0,0,0.0,0,0,0,0,0,0
flyfan-corp,"FlyFan",0,0,1,0,0,0,0.0,0,0,0,0,0,0
flyfishmap-ltd,"Flyfishmap Ltd",0,0,1,0,0,1,0.0,0,0,0,0,0,0
flying-cart,"Flying Cart",0,0,0,0,0,0,0.0,0,0,0,0,0,0
flying-pig-digital,"Flying Pig Digital",0,0,1,0,0,1,0.0025,0,0,0,0,0,0
flying-stars-informatics-pvt-ltd,"Flying Stars Informatics Pvt. Ltd.",0,0,0,0,0,0,0.0,0,0,0,0,0,0
flymania,"Flymania",0,2,1,0,0,0,0.0,0,0,0,0,0,0
flymuch,"FlyMuch",0,0,1,0,0,0,0.0,0,0,0,0,2,0
flypaper-media-holdings,"Flypaper Media Holdings",0,0,1,0,0,0,0.0,0,0,0,0,0,0
flypeanut-studio,"FLYPEANUT Studio",0,0,2,1,0,0,0.0,0,0,0,0,2,0
flyper,"Flyper",0,0,0,0,0,0,0.0,0,0,0,0,0,0
flypost-co,"Flypost.co",0,0,0,0,0,1,0.0,0,0,0,0,0,0
flyruby-com,"flyRuby.com",0,0,1,0,0,2,0.035,0,0,0,0,0,0
flytailit,"Flytailit",0,0,1,0,1,0,0.0,0,0,0,0,1,0
flytivity,"Flytivity",0,0,0,0,0,1,0.015,0,0,0,0,0,0
flytxt,"Flytxt",4,0,2,1,0,1,0.197,0,0,1,0,0,0
flyzik,"Flyzik",0,3,2,0,0,0,0.0,0,0,0,0,2,0
fme-modules,"FME Modules",1,0,1,4,0,0,0.0,0,0,0,0,0,0
fmeextensions,"FMEExtensions",0,0,0,2,0,0,0.0,0,0,0,0,0,0
fmeme,"Fmeme",0,0,0,0,0,0,0.0,0,0,0,0,0,0
fmyi,"FMYI",0,5,2,6,0,0,0.0,0,0,0,2,0,0
fn-magazine,"FN Magazine",0,2,1,0,0,0,0.0,0,0,0,0,0,0
fnbox-2,"Fnbox",0,0,3,0,0,0,0.0,1,0,0,0,4,0
fnz,"FNZ",0,0,1,0,0,1,0.0,0,0,1,0,0,0
fo-owme-fm,"Fo//owMe.fm",0,0,1,0,0,0,0.0,0,0,0,0,1,0
foap-ab,"Foap AB",0,0,1,0,0,5,0.175,0,0,0,0,2,0
foap,"Foap",0,0,0,0,0,1,0.35,0,0,1,0,0,0
focalscope,"FocalScope",3,0,4,0,0,0,0.0,0,0,0,0,0,0
focus-internet-services,"Focus Internet Services",0,0,0,0,0,0,0.0,0,0,0,0,2,0
focus-mobile,"Focus Mobile",0,0,2,0,0,0,0.0,0,0,0,0,0,0
fog-creek-software,"Fog Creek Software",0,1,1,3,0,0,0.0,0,0,0,0,0,0
foggy-labs,"Foggy Labs",0,0,1,0,0,0,0.0,0,0,0,0,1,0
foghorn-labs,"Foghorn Labs",0,0,1,0,0,0,0.0,0,0,0,0,1,0
fol-records,"First Online Label ",0,0,1,0,0,0,0.0,0,0,0,0,1,0
foldees,"Foldees",0,5,1,0,0,1,0.004,0,0,0,1,0,0
foldera,"Foldera",0,0,1,0,0,0,0.0,0,0,0,0,0,0
folderboy,"FolderBoy",0,3,1,0,0,1,0.0007,0,0,0,0,1,0
folding-bikes-reviews,"Folding Bikes Reviews",1,0,0,0,0,0,0.0,0,0,0,0,0,0
folia,"Folia",0,0,1,0,0,0,0.0,0,0,0,0,0,0
folio,"Folio",0,5,1,0,0,0,0.0,0,0,0,2,2,0
folio3,"Folio3 Software",0,0,3,0,0,0,0.0,0,0,0,0,0,0
foliofn,"Foliofn",0,0,1,0,0,0,0.0,0,0,0,0,0,0
foliofox,"Foliofox",0,0,1,0,0,0,0.0,0,0,0,0,0,0
folioly,"Folioly",0,1,0,0,2,0,0.0,0,0,0,0,2,0
foliospace,"FolioSpace",0,0,0,0,0,0,0.0,0,0,0,0,2,0
foliospaces,"Foliospaces ",0,0,0,1,0,0,0.0,0,0,0,0,2,0
foliotek,"Foliotek",0,6,1,0,0,0,0.0,0,0,0,0,0,0
folium-digital,"Folium Digital",0,0,1,0,0,0,0.0,0,0,0,0,0,0
folkd-com,"folkd.com",1,3,1,0,0,0,0.0,0,0,0,2,1,0
folkdirect-com,"Folkdirect",0,3,0,0,0,0,0.0,0,0,0,1,6,0
follow,"Follow",0,0,0,0,0,0,0.0,0,0,0,0,0,0
follow2-com,"Follow2",0,0,1,1,0,0,0.0,0,0,0,0,1,0
followapps,"Followapps",0,0,1,0,0,0,0.0,0,0,0,0,1,0
followshows,"followshows",0,0,0,0,0,0,0.0,0,0,0,0,0,0
folloyu,"Folloyu",0,0,1,0,1,0,0.0,0,0,0,0,0,0
follr,"Follr",0,1,2,0,0,0,0.0,0,0,0,1,2,0
folorsoftmedia,"FolorsoftMedia",0,0,0,0,0,0,0.0,0,0,0,0,0,0
folowen,"folowen",0,2,1,1,0,0,0.0,0,0,0,1,6,0
fon,"Fon",2,0,1,2,0,4,4.4,0,0,14,0,4,0
fonefixed,"Fonefixed",0,0,1,0,0,0,0.0,0,0,0,0,0,0
fonemesh,"Fonemesh",1,0,2,0,0,2,0.025,0,0,0,0,0,0
fonescentral,"Fonescentral",0,0,0,0,0,0,0.0,0,0,0,0,0,0
fonesense,"FoneSense",0,0,1,0,0,0,0.0,0,0,0,0,0,0
foneshow,"Foneshow",0,3,1,0,0,3,0.208,0,0,4,0,3,0
fongo,"Fongo",0,0,1,2,0,0,0.0,0,0,0,0,0,0
fonid,"Fonid",0,0,1,3,0,0,0.0,0,0,0,0,0,0
fontdeck,"Fontdeck",0,1,1,0,0,0,0.0,0,0,0,1,2,0
fontself,"Fontself",0,0,0,0,0,0,0.0,0,0,0,0,0,0
fontslive,"FontsLive",0,1,0,0,0,0,0.0,0,0,0,0,0,0
fooala,"Fooala",0,0,0,0,0,1,0.0025,0,0,1,0,5,0
fooblr,"fooblr",0,0,0,0,0,0,0.0,0,0,0,0,0,0
fooboard,"Fooboard",1,0,1,0,0,0,0.0,0,0,0,0,0,0
food-biz-supply,"Food Biz Supply ",0,0,1,0,0,0,0.0,0,0,0,0,0,0
food-brasil,"Food Brasil",0,0,1,2,0,1,0.011,0,0,1,0,6,0
food-de,"food.de",0,0,0,0,0,0,0.0,0,0,0,0,0,0
food-franchise,"Food Franchise",3,0,1,0,0,0,0.0,0,0,0,0,0,0
food-on-the-table,"Food on the Table",0,0,1,0,0,0,0.0,0,0,0,0,1,0
food-prints,"Food Prints",0,0,0,0,0,0,0.0,0,0,0,0,0,0
food-reporter,"Food Reporter",0,1,1,0,0,1,0.006,0,0,1,1,0,0
food-sprout,"Food Sprout",0,0,1,0,1,1,0.01,0,0,0,0,2,0
food2dorm,"Food2Dorm",0,0,1,0,0,0,0.0,0,0,0,0,1,0
food2u,"Food2u",0,0,0,0,0,0,0.0,0,0,0,0,0,0
food52,"Food52",0,0,1,0,0,2,0.275,0,0,6,0,2,0
foodbeast,"Foodbeast",0,1,1,0,0,0,0.0,0,0,0,0,1,0
foodberry,"Foodberry",0,0,0,0,0,0,0.0,0,0,0,0,1,0
foodbox,"FoodBox",0,3,1,0,2,2,0.05,0,0,2,1,0,0
foodcaching,"Foodcaching",0,0,1,0,0,0,0.0,0,0,0,0,0,0
foodcare,"FoodCare",0,0,1,5,0,0,0.0,0,0,0,0,1,0
foodeebox,"FoodeeBox",1,0,1,0,0,0,0.0,0,0,0,0,0,0
foodem,"Foodem",0,3,1,0,0,2,0.0275,0,0,2,0,1,0
foodepedia,"foodepedia",0,0,1,0,0,0,0.0,0,0,0,0,0,0
foodera,"Foodera",0,0,1,0,0,0,0.0,0,0,0,0,0,0
foodergy,"Foodergy",0,0,0,0,0,0,0.0,0,0,0,0,1,0
foodextra,"FoodExtra",0,0,1,0,0,0,0.0,0,0,0,0,2,0
foodfan,"FoodFan",0,6,1,0,0,1,0.025,0,0,0,5,2,0
foodfood,"foodfood",0,0,1,0,0,0,0.0,0,0,0,0,0,0
foodia,"FOODIA",0,5,1,0,0,0,0.0,0,0,0,1,0,0
foodiebay,"Zomato",5,0,1,0,0,2,1.23,0,0,3,0,0,0
foodiebytes-com,"FoodieBytes.com",0,1,1,0,0,1,0.0,0,0,1,1,1,0
foodini,"Foodini",0,0,1,0,0,1,0.0,0,0,2,0,3,0
foodio54,"Foodio54",0,2,1,0,0,0,0.0,0,0,0,2,2,0
foodist,"Foodist",0,0,1,0,0,0,0.0,0,0,0,0,3,0
foodista,"Foodista",0,4,1,0,0,2,0.13,0,0,1,2,2,0
foodja,"Foodja",0,4,1,0,0,0,0.0,0,0,0,3,1,0
foodkite,"FoodKite",0,0,1,0,0,0,0.0,0,0,0,0,2,0
foodme,"Foodme",0,0,1,0,0,0,0.0,0,0,0,0,0,0
foodnation,"Foodnation",0,0,0,0,0,0,0.0,0,0,0,0,4,0
foodoro,"Foodoro",0,0,1,0,0,1,0.0,0,0,2,0,0,0
foodproof,"Foodproof",0,0,1,1,0,0,0.0,0,0,0,0,0,0
foodscrooge,"FOODSCROOGE",1,0,2,0,0,1,0.02,0,0,0,0,1,0
foodsnatch,"FoodSnatch",0,1,1,0,1,0,0.0,0,0,0,0,0,0
foodsponder,"Foodsponder",0,0,0,0,0,0,0.0,0,0,0,0,1,0
foodstart,"Foodstart",0,0,0,0,0,0,0.0,0,0,0,0,0,0
foodtang,"Foodtang",0,0,1,0,0,0,0.0,0,0,0,0,0,0
foodtoeat,"Foodtoeat",0,0,1,0,0,0,0.0,0,0,0,0,4,0
foody,"FOODY",0,0,1,0,0,0,0.0,0,0,0,0,1,0
foodyogi,"Foodyogi",0,1,1,0,0,0,0.0,0,0,0,1,1,0
foodzy,"Foodzy",0,5,1,0,0,0,0.0,0,0,0,1,1,0
foolsmart,"Foolsmart",0,0,0,0,0,0,0.0,0,0,0,0,2,0
foomojo,"FooMojo",0,0,1,0,0,1,0.99,0,0,1,0,0,0
foonthu,"foonthu",0,0,0,0,0,0,0.0,0,0,0,0,1,0
foosms,"FOOSMS",0,0,1,0,0,0,0.0,0,0,0,0,0,0
footalk,"Ghost Telecom",0,4,1,2,0,0,0.0,0,0,0,1,0,0
footbalistic,"Footbalistic",0,0,1,0,0,1,0.05,0,0,0,0,3,0
football-meister,"Football Meister",0,2,2,0,0,1,0.05,0,0,1,1,1,0
football2soccer,"Football2Soccer",0,0,1,0,1,0,0.0,0,0,0,0,0,0
footballaddicts,"FootballAddicts",0,0,0,0,0,0,0.0,0,0,0,0,2,0
footbo,"RocketPlay",0,0,2,1,0,3,0.45,0,0,3,0,2,0
footfall123,"Footfall123",1,0,2,2,0,1,0.17,0,0,2,0,1,0
footfeed,"Footfeed",0,1,0,0,0,0,0.0,0,0,0,0,0,0
footprint-history,"Footprint History",0,0,1,0,0,0,0.0,0,0,0,0,0,0
footprint-technologies,"Footprint Technologies",0,0,0,0,0,0,0.0,0,0,0,0,0,0
footwearbrands,"FootwearBrands",0,0,0,0,0,0,0.0,0,0,0,0,0,0
footytweets,"FootyTweets",0,0,0,0,0,0,0.0,0,0,0,0,6,0
foound,"Foound",0,0,1,1,0,1,0.05,0,0,0,0,1,0
foozaka,"Foozaka",0,2,0,0,0,0,0.0,0,0,0,1,0,0
for-arts-sake-media,"For Art's Sake Media",0,0,0,0,1,1,0.01,0,0,0,0,0,0
for-human-use,"FOR HUMAN USE",0,0,1,0,0,0,0.0,0,0,0,0,1,0
for-md,"for[MD]",0,0,0,0,0,0,0.0,0,0,0,0,0,0
for-skills,"For Skills",0,4,1,0,1,0,0.0,0,0,0,0,0,0
for-wanted,"For Wanted",1,3,1,0,0,0,0.0,0,0,0,1,3,0
for-your-imagination,"For Your Imagination",0,0,1,3,0,1,0.13,0,0,1,0,0,0
fora-tv,"FORA.tv",1,2,1,3,0,2,0.8,0,0,2,1,2,0
foradian,"Foradian",0,4,2,0,0,0,0.0,0,0,0,0,0,0
forbes,"Forbes",0,0,1,0,0,0,0.0,3,0,0,0,0,0
forcestream,"Forcestream",0,0,1,0,0,0,0.0,0,0,0,0,0,0
forcing-function,"Forcing Function",0,0,0,0,0,0,0.0,0,0,0,0,0,0
fordela-corporation,"Fordela Corporation",0,0,1,0,0,0,0.0,0,0,0,0,1,0
foreflight,"ForeFlight",0,0,1,1,0,0,0.0,0,0,0,0,2,0
forefront-web,"ForeFront Web",0,0,1,0,0,0,0.0,0,0,0,0,0,0
forepoint-networks,"ForePoint Networks",0,0,1,0,0,0,0.0,0,0,0,0,0,0
forescout,"ForeScout Technologies",0,0,2,1,0,3,2.64,0,0,11,0,0,0
foresee-results,"ForeSee",0,2,3,3,1,1,2.0,0,0,2,0,0,0
foresight-intelligence,"Foresight Intelligence",0,4,1,0,0,0,0.0,0,0,0,1,0,0
foresoft,"ForeSoft",0,0,1,4,0,0,0.0,0,0,0,0,0,0
foretuit,"Foretuit",0,0,2,0,0,0,0.0,0,0,0,0,0,0
forex-on-the-go,"Forex On The Go",0,0,1,0,0,0,0.0,0,0,0,0,0,0
forex-robot,"FOREX ROBOT",0,0,0,0,0,0,0.0,0,0,0,0,0,0
forex-trend,"FOREX-TREND",0,0,1,0,0,0,0.0,0,0,0,0,0,0
forexearlywarning,"Forexearlywarning.com",3,0,1,2,0,0,0.0,0,0,0,0,1,0
forexpromos,"ForexPromos",0,1,0,0,0,0,0.0,0,0,0,0,0,0
forexpros,"Forexpros",1,0,0,0,0,0,0.0,1,0,0,0,0,0
forga,"Forga",0,1,1,0,2,0,0.0,0,0,0,0,0,0
forgame,"Forgame",0,0,1,0,0,1,0.0,0,0,3,0,0,0
forgerock,"ForgeRock",1,1,5,0,0,2,2.2,0,0,3,0,3,0
forgetfulapp,"ForgetfulApp",0,0,0,0,0,0,0.0,0,0,0,0,0,0
forgotten-gold,"Forgotten Gold",0,0,1,0,0,0,0.0,0,0,0,0,0,0
forgrabs,"ForGrabs",0,3,1,1,0,0,0.0,0,0,0,1,0,0
forix-magento,"Forix Magento",0,0,1,0,0,0,0.0,0,0,0,0,0,0
forix-seo,"Forix SEO",0,0,1,0,0,0,0.0,0,0,0,0,0,0
fork-party,"Fork Party",0,0,1,0,0,0,0.0,0,0,0,0,0,0
fork,"Fork",0,0,0,0,0,0,0.0,0,0,0,0,0,0
forkfly,"Forkfly",1,0,1,0,0,0,0.0,0,0,0,0,0,0
