crunch_id,milestone_num,competitor_num,office_num,product_num,service_num,founding_round_num,total_money_raised,acquisition_num,investment_num,vc_num,success
ember,2,0,0,0,0,3,9.8,0,0,8,1
embience-inc,0,0,1,0,0,0,0.0,0,0,0,0
emdimension,0,0,0,0,0,0,0.0,0,0,0,0
emma-solutions,2,0,1,0,0,0,0.0,0,0,0,0
emmbook,0,3,0,0,0,0,0.0,0,0,0,0
emopulse,0,0,0,0,0,0,0.0,0,0,0,0
emotitones,0,0,1,0,1,0,0.0,0,0,0,0
emprego-ligado,0,0,1,0,0,0,0.0,0,0,0,0
empty-clip-studios,0,0,1,0,0,0,0.0,0,0,0,0
ems-mobile,0,0,1,0,0,0,0.0,0,0,0,0
emu-chat,0,0,1,0,0,1,0.15,0,0,4,0
emu,0,0,0,0,0,0,0.0,0,0,0,0
enable-mobile-technologies-pvt-ltd,2,0,1,0,0,0,0.0,0,0,0,0
endeka-group,0,0,1,0,0,1,0.42,0,0,1,0
endloop,0,0,0,0,0,0,0.0,0,0,0,0
enflick,0,3,1,0,2,1,0.1,0,0,3,0
enfora,0,0,1,0,0,1,1.9,0,0,2,1
enforta,1,0,1,1,0,3,4.0,0,0,7,0
engagement-media-technologies,0,0,1,0,0,1,0.3,0,0,0,0
engineeringideas,0,0,1,1,0,0,0.0,0,0,0,0
enki-sports,0,0,1,0,0,0,0.0,0,0,0,0
enmoda,0,0,1,0,0,0,0.0,0,0,0,1
ennovasys,0,0,0,0,0,0,0.0,0,0,0,0
enocean,0,0,2,0,0,5,3.09,0,0,17,0
enpocket,0,0,0,0,0,1,0.2,0,0,1,1
ensygnia,0,0,1,0,0,0,0.0,0,0,0,0
enterprise-mobile,2,0,2,2,0,0,0.0,0,0,0,1
enthuse,2,0,1,0,0,3,0.26,0,0,8,0
envizio,0,0,1,0,0,1,0.0,0,0,2,0
eoe-mobile,0,0,0,0,0,0,0.0,0,0,0,0
eon-corporation,0,0,1,0,0,0,0.0,0,0,0,0
eprivatehire,0,0,0,0,0,1,0.015,0,0,0,0
eproximiti,1,0,1,2,0,0,0.0,0,0,0,0
epunchit,0,1,1,0,0,1,0.004,0,0,0,0
eqo,6,2,1,2,0,2,1.25,0,0,5,0
equiendo,0,0,1,0,0,1,0.196,0,0,1,0
ereserve,0,0,1,0,0,0,0.0,0,0,0,0
ericsson,0,3,1,0,2,0,0.0,1,3,0,0
esdn,2,2,1,0,0,0,0.0,0,0,0,0
esendex,0,0,1,2,0,0,0.0,0,0,0,0
eseye,0,0,1,0,0,0,0.0,0,0,0,0
esimple,0,0,1,0,0,0,0.0,0,0,0,0
espinallab,0,0,1,0,0,0,0.0,0,0,0,0
estel-technologies-pvt-ltd,0,0,1,0,0,0,0.0,0,0,0,0
ethan-nicholas,0,0,0,0,0,0,0.0,0,0,0,0
ether2,0,0,0,0,0,0,0.0,0,0,0,0
etiqadd,0,0,1,3,0,0,0.0,0,0,0,0
etrel,0,0,1,0,0,0,0.0,0,0,0,0
etuvian,0,0,1,0,0,0,0.0,0,0,0,0
eurocenter,0,0,1,0,0,0,0.0,0,0,0,0
euroset,0,0,0,0,0,0,0.0,0,0,0,0
evdense,0,3,1,0,0,0,0.0,0,0,0,0
eventbean,0,0,0,0,0,0,0.0,0,0,0,0
eventilicio-us,0,4,1,0,0,0,0.0,0,0,0,0
eventkaddy,0,1,2,0,0,0,0.0,0,0,0,0
eventmobi-com,0,0,1,0,0,0,0.0,0,0,0,0
everyday-solutions,0,0,1,0,0,1,0.281,1,0,3,0
everypost,0,2,1,0,0,1,0.0025,0,0,0,0
everyware-technologies,0,0,1,0,0,0,0.0,0,0,0,0
evolved-intelligence,0,0,1,0,0,0,0.0,0,0,0,0
evotz,0,0,1,0,0,0,0.0,0,0,0,0
evoz,0,0,1,0,3,3,0.015,0,0,3,0
evri,1,9,2,0,0,3,1.18,1,0,3,0
evzdrop,0,0,1,0,1,0,0.0,0,0,0,0
exalt-communications,0,0,1,0,0,1,1.5,0,0,3,0
exclaim-technologies,0,0,1,0,0,1,0.35,0,0,2,0
exideas,0,0,0,1,0,0,0.0,0,0,0,0
expeerience,0,0,0,0,0,0,0.0,0,0,0,0
expensure,0,2,1,0,1,0,0.0,0,0,0,0
expereal,0,0,1,0,0,0,0.0,0,0,0,0
expertcraft,0,0,1,0,0,0,0.0,0,0,0,0
explorence,0,0,0,0,0,0,0.0,0,0,0,0
expreem,1,0,2,0,0,1,0.01,0,0,1,0
express-mobile-mechanics,0,0,0,0,0,0,0.0,0,0,0,0
exprima-media,1,0,1,0,0,0,0.0,0,0,0,0
exprs,0,0,0,0,0,0,0.0,0,0,0,0
eyeconit,0,0,0,0,0,0,0.0,0,0,0,0
eyeem,0,0,1,0,1,1,0.0,0,0,2,0
eyeline-communications,0,0,1,0,0,0,0.0,0,0,0,0
eyeona-inc,0,2,1,0,1,1,0.2,1,0,0,0
eyeplots,0,0,0,0,0,0,0.0,0,0,0,0
ez-apps-ltd,0,0,1,0,0,0,0.0,0,0,0,0
ez-texting,0,3,1,0,0,0,0.0,0,0,0,0
ezco,0,0,1,0,0,0,0.0,0,0,0,0
ezetop,0,0,1,0,1,0,0.0,0,0,0,0
fabriqate,1,2,4,0,0,2,0.002,0,0,2,0
faces-in,2,0,1,3,0,0,0.0,0,0,0,0
factoryser,0,0,1,0,0,0,0.0,0,0,0,0
factyle,0,0,1,0,0,1,0.0,0,0,1,0
fairfoster,0,0,0,0,0,0,0.0,0,0,0,0
fairwaves,0,0,1,0,0,0,0.0,0,0,0,0
fajoya,0,0,1,0,0,0,0.0,0,0,0,0
famigo,0,0,1,0,0,2,0.102,0,0,5,0
famjam,0,0,0,0,0,0,0.0,0,0,0,0
famouscreation-limited,0,0,1,0,0,0,0.0,0,0,0,0
fanatic-sports-corp,0,0,1,0,0,0,0.0,0,0,0,0
fanatix,1,0,1,0,0,2,0.2,0,0,0,0
fancred,0,0,1,0,0,1,0.05,0,0,1,0
fancru,0,0,1,0,0,1,0.0,0,0,0,0
fandrivemedia,0,0,1,0,0,0,0.0,0,0,0,0
fanminder,3,0,1,1,0,1,0.1,0,0,1,0
fanscription,0,0,0,0,0,0,0.0,0,0,0,0
fantrail,0,0,1,0,0,1,0.05,0,0,1,0
fare-share,0,3,1,1,0,0,0.0,0,0,0,0
fares-kayali,0,0,0,0,0,0,0.0,0,0,0,0
fashengage,0,0,0,0,0,0,0.0,0,0,0,0
fashionable-apps,0,0,1,0,0,0,0.0,0,0,0,0
faspark,1,0,1,0,2,0,0.0,0,0,0,0
fast-society,0,0,1,0,0,1,0.0275,0,0,3,0
fastcustomer,0,2,0,0,0,1,0.075,0,0,6,0
fastmall,1,0,1,0,1,0,0.0,0,0,0,0
fastweb-offerte,0,0,1,0,1,0,0.0,0,0,0,0
favequest,0,0,0,0,0,0,0.0,0,0,0,0
favolane,0,0,1,0,0,0,0.0,0,0,0,0
fdbk-2,0,0,0,0,0,0,0.0,0,0,0,0
feedbackbin,0,0,0,0,0,0,0.0,0,0,0,0
feedbrewer,5,0,0,0,0,0,0.0,0,0,0,0
feedtext,0,0,1,6,0,0,0.0,0,0,0,0
feely,0,0,0,0,0,0,0.0,0,0,0,0
feest-je,0,11,1,3,0,0,0.0,0,0,0,0
feeva,2,0,1,0,0,0,0.0,0,0,0,0
fellow-consulting-ag,0,0,1,0,0,0,0.0,0,0,0,0
ferfics,0,0,1,0,0,1,0.17,0,0,2,0
festuc,0,0,1,0,0,0,0.0,0,0,0,0
fetch-media,0,0,1,0,0,0,0.0,1,0,0,0
fetchly,0,2,1,0,0,0,0.0,0,0,0,0
fetchnotes,0,0,1,0,0,0,0.0,0,0,0,0
fever-2,0,7,2,1,2,1,0.0,0,0,0,0
fezo,0,0,2,0,0,1,0.006,0,0,0,0
field-agent,0,0,1,0,0,0,0.0,0,0,0,0
fiftythree,1,0,2,1,0,1,0.0,0,0,1,0
fiksu,0,1,1,0,0,3,1.67,0,0,3,0
filtersquad,1,0,1,3,0,2,0.13,0,0,2,0
find-a-park,1,0,0,1,0,0,0.0,0,0,0,0
finest-spots,0,0,1,0,0,0,0.0,0,0,0,0
finger-food-studios,0,9,2,0,0,0,0.0,0,0,0,0
fingertips,0,0,0,0,0,0,0.0,0,0,0,0
fingertize,0,3,0,0,0,0,0.0,0,0,0,0
finnmob,0,0,1,0,0,0,0.0,0,0,0,0
finsphere,0,0,1,0,0,3,3.02,0,0,5,0
finwe,0,0,1,0,0,0,0.0,0,0,0,0
firefly-4,0,5,1,0,0,0,0.0,0,0,0,0
firefly-mobile,0,0,1,0,0,3,4.33,0,0,6,0
fireid,0,1,1,1,0,1,0.64,0,0,1,0
firemint,0,0,0,0,0,0,0.0,0,0,0,1
firetext-communications-ltd,0,0,1,0,0,0,0.0,0,0,0,0
firethorn,0,0,1,0,0,0,0.0,0,0,0,0
firetide,0,0,1,0,0,4,3.98,0,0,7,0
firetower-app,0,0,0,0,0,0,0.0,0,0,0,1
first-flight,0,0,1,0,0,0,0.0,0,0,0,0
firstlogix,0,0,2,1,0,0,0.0,0,0,0,0
fishbowl-software-development,0,2,1,0,1,0,0.0,0,0,0,0
fishlabs,0,0,1,0,0,1,0.0,0,0,1,0
fit-for-green,0,0,1,0,0,0,0.0,0,0,0,0
fitdeck,0,0,0,0,0,0,0.0,0,0,0,0
fiteoapp,0,0,0,0,0,0,0.0,0,0,0,0
fitivity,0,0,0,0,0,0,0.0,0,0,0,0
fitness-fulfillment,0,4,1,0,1,0,0.0,0,0,0,0
fitnow,0,0,1,0,0,0,0.0,0,0,0,0
fitsby,0,0,0,0,0,0,0.0,0,0,0,0
five-mobile,0,0,1,0,0,0,0.0,0,0,0,1
fiverun,0,0,1,2,0,0,0.0,0,0,0,0
fix-a-phone,0,0,0,0,0,0,0.0,0,0,0,0
fix-it-fast-cellular-repair,0,0,2,0,0,0,0.0,0,0,0,0
fixdit,0,0,1,0,0,0,0.0,0,0,0,0
flagr,0,0,1,0,0,0,0.0,0,0,0,0
flair,0,0,1,0,0,0,0.0,0,0,0,0
flakasoft,0,0,1,0,0,0,0.0,0,0,0,0
flare-code,0,0,1,0,0,1,0.0265,0,0,0,0
flaretag,0,0,1,2,1,0,0.0,0,0,0,0
flash-valet,0,0,1,0,0,1,0.125,0,0,2,0
flashants,0,0,1,0,1,0,0.0,0,0,0,0
flashbang-studios,0,0,1,0,0,0,0.0,0,0,0,0
flashiz,0,0,5,0,0,0,0.0,0,0,0,0
flatiron-apps,1,2,1,1,1,1,0.02,0,0,0,0
flayvr,0,0,0,0,0,1,0.045,0,0,0,0
flee-from-reality,0,0,1,0,0,0,0.0,0,0,0,0
flexfolios,0,0,0,0,1,0,0.0,0,0,0,0
flexion,0,3,1,0,1,0,0.0,0,0,0,0
flickim,0,2,1,1,0,1,0.16,0,0,2,0
flikshop,0,0,0,0,0,0,0.0,0,0,0,0
flint,0,0,1,0,0,1,0.3,0,0,2,0
flipswap,0,0,1,0,0,1,1.4,0,0,2,0
flirtomatic,0,0,1,1,1,2,0.9,0,0,3,0
flitsmeister,0,0,1,0,0,0,0.0,0,0,0,0
float-mobile-learning,1,0,1,5,1,0,0.0,0,0,0,0
floatopian,0,0,0,0,0,0,0.0,0,0,0,0
floatpoint-media,0,0,2,1,0,0,0.0,0,0,0,0
floco-apps,0,0,1,0,0,0,0.0,0,0,0,0
flok-llc,0,0,0,0,0,0,0.0,0,0,0,0
flomio-2,0,0,0,0,0,0,0.0,0,0,0,0
flomio,0,0,1,0,0,2,0.0543,0,0,1,0
flourishworks,0,0,0,0,0,0,0.0,0,0,0,0
fluid-pixel,0,0,1,1,0,0,0.0,0,0,0,0
fluid-trends,0,0,1,0,0,0,0.0,0,0,0,0
flurry,2,7,3,0,0,4,5.05,1,0,19,0
flycast,7,0,1,1,0,2,0.21,0,0,2,0
flye,0,0,0,0,0,0,0.0,0,0,0,0
flynumber-com,0,0,1,0,0,0,0.0,0,0,0,0
flypost-co,0,0,0,0,0,1,0.0,0,0,0,0
flytxt,4,0,2,1,0,1,0.197,0,0,1,0
focus-mobile,0,0,2,0,0,0,0.0,0,0,0,0
folders,0,0,0,0,0,0,0.0,0,0,0,1
followapps,0,0,1,0,0,0,0.0,0,0,0,0
fon,2,0,1,2,0,4,4.4,0,0,14,0
fonefixed,0,0,1,0,0,0,0.0,0,0,0,0
fonemesh,1,0,2,0,0,2,0.025,0,0,0,0
fonescentral,0,0,0,0,0,0,0.0,0,0,0,0
foneshow,0,3,1,0,0,3,0.208,0,0,4,0
fonestarz-media,0,0,1,0,0,1,0.4,0,0,1,1
fongo,0,0,1,2,0,0,0.0,0,0,0,0
fonid,0,0,1,3,0,0,0.0,0,0,0,0
fonmatch,0,0,0,0,0,0,0.0,0,0,0,0
fonyou-telecom,0,0,0,0,0,0,0.0,0,0,0,0
food-on-the-table,0,0,1,0,0,0,0.0,0,0,0,0
food-reporter,0,1,1,0,0,1,0.006,0,0,1,0
foodback,0,0,1,0,0,0,0.0,0,0,0,0
foodengine,0,0,0,0,0,0,0.0,0,0,0,0
foodia,0,5,1,0,0,0,0.0,0,0,0,0
foodkite,0,0,1,0,0,0,0.0,0,0,0,0
foodnation,0,0,0,0,0,0,0.0,0,0,0,0
foodsponder,0,0,0,0,0,0,0.0,0,0,0,0
foodwerkz,0,0,0,0,0,0,0.0,0,0,0,0
foolsmart,0,0,0,0,0,0,0.0,0,0,0,0
foonz,0,1,0,0,0,0,0.0,0,0,0,0
foosms,0,0,1,0,0,0,0.0,0,0,0,0
footballaddicts,0,0,0,0,0,0,0.0,0,0,0,0
footfeed,0,1,0,0,0,0,0.0,0,0,0,0
foreflight,0,0,1,1,0,0,0.0,0,0,0,0
forepoint-networks,0,0,1,0,0,0,0.0,0,0,0,0
forex-on-the-go,0,0,1,0,0,0,0.0,0,0,0,0
forgetfulapp,0,0,0,0,0,0,0.0,0,0,0,0
fornet,0,0,0,0,0,0,0.0,0,0,0,0
fortumo,0,5,3,5,0,1,1.0,0,0,2,0
forumoxford,0,0,0,0,0,0,0.0,0,0,0,0
forward-industries,0,0,1,0,0,0,0.0,0,0,0,1
forward-visibility,0,1,1,0,0,0,0.0,0,0,0,0
fosbury,0,3,1,0,1,0,0.0,0,0,0,0
fostr,0,0,0,0,0,0,0.0,0,0,0,0
fotolink-media,0,1,1,0,0,0,0.0,0,0,0,0
fotopedia,5,0,2,1,0,2,0.34,0,0,3,0
founder-labs,0,0,0,0,0,0,0.0,0,0,0,0
foundero,0,0,1,0,0,0,0.0,0,0,0,0
four-corners-development-group,0,0,0,1,0,0,0.0,0,0,0,0
foursquare,17,22,2,0,0,4,11.2,0,0,21,0
foursum-golf,0,0,0,0,0,0,0.0,0,0,0,0
foxfly,0,8,1,0,0,1,0.03,0,0,0,0
frame-media,0,1,1,1,0,4,0.71,0,0,5,0
franklin-wireless,1,0,1,0,0,0,0.0,0,1,0,0
frankly,0,0,0,0,0,0,0.0,0,0,0,0
frappstudio,0,0,1,0,0,0,0.0,0,0,0,0
free-by-me,0,0,0,0,0,0,0.0,0,0,0,0
freebeepay,0,1,1,0,1,1,0.3,0,0,1,0
freebiesms,0,0,1,0,0,0,0.0,0,0,0,0
freelance-marketing-group,0,0,1,0,0,0,0.0,0,0,0,0
freenew,0,1,1,0,0,0,0.0,0,0,0,0
freespeech,0,6,0,0,0,0,0.0,0,0,0,0
freeware-network,2,0,0,1,0,0,0.0,0,0,0,0
freezysnail,0,0,1,0,0,0,0.0,0,0,0,0
frendz,0,3,0,0,0,0,0.0,0,0,0,0
freshapp,0,0,0,0,0,0,0.0,0,0,0,0
fress,0,0,1,0,3,1,0.07,0,0,1,0
friendfer,0,0,1,0,0,0,0.0,0,0,0,0
friendly-wager,0,0,1,0,0,1,0.0,0,0,0,0
friends-around-me,1,0,0,0,0,1,0.1,0,0,1,0
friendstribe,0,0,1,0,0,0,0.0,0,0,0,0
friendticker,0,2,1,2,0,0,0.0,0,0,0,0
fring,1,10,1,2,0,4,3.0,0,0,13,0
from-ahead,0,0,0,0,0,0,0.0,0,0,0,0
front-door-insights,0,0,0,0,0,0,0.0,0,0,0,1
front-flip,2,0,1,0,0,2,0.77,0,0,0,0
frontlinesms,0,0,1,1,0,0,0.0,0,0,0,0
frugalytics,0,0,0,0,0,0,0.0,0,0,0,0
fsms,0,0,1,0,0,0,0.0,0,0,0,0
fubrub,0,0,0,0,0,0,0.0,0,0,0,0
fueled-2,0,0,1,0,0,0,0.0,0,0,0,0
fuelmyapp,0,0,0,0,0,0,0.0,0,0,0,0
fujikura,0,0,1,0,0,0,0.0,0,2,0,0
full-control,0,0,1,0,0,0,0.0,0,0,0,0
fullcircle-social-networks,2,0,1,0,1,2,0.35,0,0,1,0
fun-and-mobile,0,0,1,0,0,0,0.0,0,0,0,0
funambol,0,0,1,0,0,1,0.575,0,0,3,0
functional-delights,0,0,0,0,0,0,0.0,0,0,0,0
fungrep,0,0,1,0,0,0,0.0,0,0,0,0
funky-android,0,0,1,1,0,1,0.0005,1,0,0,0
funmobility,2,0,1,4,1,0,0.0,0,0,0,0
fusion-development-group,0,0,1,0,0,0,0.0,0,0,0,0
fusionads,0,0,1,0,0,1,0.005,0,0,2,0
fusionone,9,0,2,3,0,1,0.6,0,0,3,0
fusionpipe-software-solutions,1,0,2,2,0,0,0.0,0,0,0,0
future-transit-systems,0,0,1,0,0,0,0.0,0,0,0,0
future-workshops,0,0,1,0,0,0,0.0,0,0,0,0
futurlink,0,0,1,9,0,1,0.7,0,0,2,0
fuzz-productions,1,0,2,0,0,0,0.0,0,0,0,0
fuzzyluke,0,0,0,0,0,0,0.0,0,0,0,0
fuzzyshot,0,4,1,1,0,0,0.0,0,0,0,0
g-flux,0,0,1,0,0,0,0.0,0,0,0,0
g6pay,0,0,0,0,0,0,0.0,0,0,0,0
gaiacom-wireless-networks,0,0,1,0,0,1,0.05,0,0,1,0
galaxytext,0,0,1,0,0,0,0.0,0,0,0,0
galixo,0,0,2,5,0,0,0.0,0,0,0,0
gambit-mobile,0,0,0,1,0,0,0.0,0,0,0,0
gameloft,0,0,1,0,0,0,0.0,0,0,0,0
gamez-4-touch,0,0,0,0,0,0,0.0,0,0,0,0
gammapoint,0,0,1,0,0,0,0.0,0,0,0,0
gammoth,0,0,1,0,0,0,0.0,0,0,0,0
gate5,0,0,1,0,2,2,1.15,0,0,5,1
gatecube,0,0,0,0,0,0,0.0,0,0,0,0
gateguru,0,0,1,0,0,1,0.08,0,0,8,0
gaudium,0,0,1,0,0,0,0.0,0,0,0,0
gauss,1,8,1,1,0,0,0.0,0,0,0,0
gazoo-mobile,0,0,1,0,0,0,0.0,0,0,0,0
gearworks,0,0,1,0,0,1,2.14,0,0,3,1
geckotag,0,0,0,0,0,0,0.0,0,0,0,0
geek-layer-web-services,0,0,1,0,0,0,0.0,0,0,0,0
geenapp-internet,0,0,1,0,0,0,0.0,0,0,0,0
geenapp,0,0,1,0,0,0,0.0,0,0,0,0
geil-danke,0,0,2,0,0,0,0.0,0,0,0,0
gemini,0,0,1,2,0,3,3.25,0,0,8,0
genaker,0,0,1,0,0,0,0.0,0,0,0,0
gendai-games,0,2,3,1,0,2,0.71,0,0,13,0
general-machines,0,0,0,0,0,0,0.0,0,0,0,0
general-mobile-corporation,0,0,0,0,0,1,0.5,0,0,3,0
genesis-communications,0,0,1,0,0,0,0.0,1,0,0,0
genesix,0,0,1,0,0,0,0.0,0,0,0,0
geneva-software-technologies-ltd,0,0,1,0,0,0,0.0,0,0,0,0
geniemd-llc,0,0,0,0,0,1,0.01,0,0,0,0
genietrack,0,3,1,1,0,0,0.0,0,0,0,0
genwi,1,0,1,2,0,3,0.71,0,0,8,0
geo-to,0,0,1,0,0,0,0.0,0,0,0,0
geocoda,0,0,1,0,0,0,0.0,0,0,0,0
geodelic-systems,1,0,1,5,0,3,1.05,0,0,6,0
geodrop,0,5,1,0,0,0,0.0,0,0,0,0
geograffiti,0,0,1,1,0,1,0.0,0,0,0,0
geolenz,0,2,1,0,0,0,0.0,0,0,0,0
geoli-st,0,2,0,0,0,1,0.08,0,0,1,0
geome,5,0,1,0,2,1,0.03,0,0,0,0
geomeapps,0,0,0,0,0,0,0.0,0,0,0,0
geoquestour,0,0,0,0,0,0,0.0,0,0,0,0
george-mobile,0,0,1,0,2,1,0.03,0,0,0,0
geos-communications,0,0,1,0,0,1,0.25,2,0,0,1
geosentric,0,0,1,1,0,2,2.41,0,0,3,1
geosho,0,0,1,0,0,1,0.025,0,0,1,0
geosocials,3,0,0,0,0,0,0.0,0,0,0,0
geotoko,1,0,1,0,0,0,0.0,0,0,0,1
geotraq,0,0,1,0,0,0,0.0,0,0,0,0
geotrio,0,0,0,0,0,0,0.0,0,0,0,0
get-it-mobile,1,0,1,0,0,1,0.11,0,0,1,0
get-taxi,2,0,5,1,0,3,1.0,0,0,4,0
gether,0,0,0,0,2,0,0.0,0,0,0,0
getintro,0,0,0,0,0,0,0.0,0,0,0,0
getjar-networks,1,0,1,0,0,3,4.2,0,0,4,0
getminders,0,0,1,0,0,0,0.0,0,0,0,0
getone-rewards,0,0,1,0,0,1,0.0515,0,0,0,0
getupp,0,5,1,0,0,1,0.004,0,0,0,0
getyoo,0,0,1,0,0,3,0.113,0,0,2,0
gfive-international-india-pvt-ltd,0,0,1,0,0,0,0.0,0,0,0,0
gibberin,0,5,1,0,1,2,0.0583,0,0,0,0
gideros-mobile,0,0,1,0,0,1,0.0,0,0,1,0
gift-sms,0,0,1,0,0,0,0.0,0,0,0,0
giftango,0,0,1,0,0,2,0.64,0,0,1,1
gigaboxx,1,0,1,0,0,0,0.0,0,0,0,0
gigalocal-3,0,4,2,0,0,1,0.1,0,0,4,0
giggleloop-technologies,0,0,0,0,0,0,0.0,0,0,0,0
gigsky,0,0,2,0,0,0,0.0,0,0,0,0
gimmelabs,1,1,0,0,0,0,0.0,0,0,0,0
gimmie,0,0,1,0,1,1,0.052,0,0,2,0
ginger-io,0,0,2,0,0,4,0.82,1,0,15,0
gingle,2,0,1,0,0,0,0.0,0,0,0,0
giraffon,0,0,1,0,0,0,0.0,0,0,0,0
givatude,0,0,1,0,0,0,0.0,0,0,0,0
gizmoquip,0,0,1,0,0,0,0.0,0,0,0,0
glamoo-ltd,0,0,1,0,1,0,0.0,0,0,0,0
glanceriver,0,0,1,0,0,0,0.0,0,0,0,0
glancing-pad,0,0,0,1,0,0,0.0,0,0,0,0
glassmap,0,1,1,0,0,0,0.0,0,0,0,1
glean,0,0,1,0,0,0,0.0,0,0,0,0
glide-health,0,2,1,0,0,1,0.1,0,0,0,0
gliif-llc,0,1,0,0,0,0,0.0,0,0,0,0
globa-ly,0,4,0,0,0,1,0.0015,0,0,1,0
global-bay-mobile-technologies,0,0,0,0,0,1,0.0,0,1,1,1
global-bay-mobile,0,0,1,0,0,0,0.0,0,0,0,1
global-roaming,0,1,1,1,0,2,3.05,0,0,0,0
global-unlock,0,0,0,0,0,0,0.0,0,0,0,0
globalcharge,0,1,1,0,0,0,0.0,0,0,0,0
globalnewsmen,0,0,1,0,0,0,0.0,0,0,0,0
globalogix-inc,0,0,1,0,0,0,0.0,0,0,0,0
globaltel-media,0,0,1,1,0,0,0.0,0,0,0,0
globesherpa,0,0,1,0,0,2,0.133,0,0,2,0
glocalreach,0,1,1,0,1,1,0.02,0,0,0,0
glomper,0,2,1,0,0,0,0.0,0,0,0,0
gloo,0,0,1,0,0,0,0.0,0,0,0,0
gloops,0,0,1,0,0,0,0.0,0,0,0,1
glopos-technology,0,0,1,0,0,1,0.15,0,0,0,0
gloweme,0,0,0,0,0,0,0.0,0,0,0,0
glu-mobile,1,0,1,0,0,1,1.35,0,0,7,1
glue,0,0,0,0,0,0,0.0,0,0,0,0
glympse,0,4,1,0,0,1,0.75,0,0,2,0
glyph,0,0,1,0,0,0,0.0,0,0,0,0
gmh-for-singles-app,0,0,1,0,0,0,0.0,0,0,0,0
gms,0,0,1,0,0,0,0.0,0,0,0,0
go-net-systems,2,0,1,0,0,0,0.0,0,0,0,1
go-page-digital-media,0,2,1,0,0,1,0.025,0,0,0,0
go-trexx,0,0,1,0,1,0,0.0,0,0,0,0
go-world,0,0,1,0,0,1,0.005,0,0,2,0
go2mobi,0,2,1,0,0,0,0.0,0,0,0,0
go4out,0,5,1,0,0,0,0.0,0,0,0,0
goba,2,0,1,0,1,1,0.075,0,0,1,0
gocast,0,0,0,0,0,0,0.0,0,0,0,0
gofresh,0,0,1,1,0,0,0.0,0,0,0,0
gogo,1,0,1,0,0,2,24.8,0,0,2,0
gogobeans,2,0,1,0,0,0,0.0,0,0,0,0
gogohealth,0,2,1,0,0,0,0.0,0,0,0,0
gohandee,0,0,1,0,0,0,0.0,0,0,0,0
goldrun,0,0,1,0,0,1,0.225,0,0,0,0
golive-mobile,1,6,1,6,8,2,0.004,0,0,2,0
golocalapps,0,0,1,0,0,0,0.0,0,0,0,0
good-technology,0,4,5,2,1,3,17.2,5,0,8,1
goodclic,0,2,2,0,0,1,0.0115,0,0,1,0
goodform,0,0,1,0,0,0,0.0,0,0,0,0
goodman-networks,0,0,0,0,0,3,7.1,0,0,0,0
google-and-blog,0,0,1,1,0,0,0.0,0,0,0,0
goojet,0,0,2,2,0,2,0.83,0,0,7,0
goomzee,0,0,0,0,0,1,0.15,0,0,1,0
gopago,2,0,1,0,0,1,0.0,0,0,1,0
gopayment,0,0,0,0,0,0,0.0,0,0,0,0
gorioch-interactive,0,0,0,0,0,0,0.0,0,0,0,0
goshi,0,5,1,0,0,1,0.0075,0,0,2,0
gospotcheck,0,0,1,0,0,1,0.0568,0,0,0,0
gossip-2,0,0,0,0,0,0,0.0,0,0,0,0
got-apps-2,0,0,1,0,0,0,0.0,0,0,0,0
got-apps,0,0,0,0,0,0,0.0,0,0,0,0
gotgameapp,0,0,1,0,0,0,0.0,0,0,0,0
gototags,1,0,1,0,0,1,0.0005,0,0,1,0
gotourit,0,0,0,0,0,0,0.0,0,0,0,0
gotv-networks,1,0,1,0,1,3,2.8,0,0,4,1
gotvoice,1,3,1,1,0,1,0.3,0,0,0,0
gotxt-mobile,0,0,1,0,0,0,0.0,0,0,0,0
gowhere,0,0,0,0,0,0,0.0,0,0,0,0
gps-tracking-network,0,0,1,0,0,0,0.0,0,0,0,1
gpshopping,0,0,1,0,0,0,0.0,0,0,0,0
grabio,1,2,1,0,0,0,0.0,0,0,0,0
grade-spotter,0,0,0,0,0,0,0.0,0,0,0,0
gradient-x,1,0,1,0,0,1,0.375,0,0,8,0
grafetee,0,2,1,0,1,0,0.0,0,0,0,0
grain-communications-group,0,0,1,0,0,1,2.0,0,0,3,0
grandcentral,0,7,1,1,0,1,0.4,0,0,1,1
grape-international-ltd,0,0,0,0,0,0,0.0,0,0,0,0
grapevine-2,0,0,2,0,0,0,0.0,0,0,0,0
graphicshow-cable-accessories-gca-ltd,0,0,1,0,0,0,0.0,0,0,0,0
grapple-mobile,1,0,1,0,0,0,0.0,0,0,0,0
grassroots-unwired,0,0,1,0,0,1,0.0,0,0,1,0
gravidi,1,0,1,1,0,0,0.0,0,0,0,0
gravity-mobile,0,0,1,0,0,0,0.0,0,0,0,0
great-big-solutions,0,0,1,0,0,0,0.0,0,0,0,0
great-wall-club,0,0,2,0,0,0,0.0,0,0,0,0
great,0,0,0,0,0,0,0.0,0,0,0,0
greatapps-com,0,0,1,0,0,0,0.0,0,0,0,0
greatcall,1,0,1,1,0,2,7.46,1,0,8,0
green-packet,0,0,1,0,0,0,0.0,0,0,0,0
green-vision-media,0,0,1,0,0,0,0.0,0,0,0,0
greengar-studios,1,0,2,0,0,0,0.0,0,0,0,0
greenmonster,0,0,1,0,0,1,0.046,0,0,1,0
greenowl-mobile,0,0,1,0,0,0,0.0,0,0,0,0
