crunch_id,milestone_num,competitor_num,office_num,product_num,service_num,founding_round_num,total_money_raised,acquisition_num,investment_num,vc_num,num_exited_competitor,company_count,exited_company_count
custom-module-2,0,0,1,0,0,0,0.0,0,0,0,0,0,0
custom-soft,0,0,2,0,0,0,0.0,0,0,0,0,0,0
customdressshirts-us-2,0,0,1,0,0,0,0.0,0,0,0,0,0,0
customer-lobby,0,4,1,0,0,0,0.0,0,0,0,1,0,0
customer-rave,0,0,1,0,0,0,0.0,0,0,0,0,0,0
customer-service-numbers,0,5,0,0,0,0,0.0,0,0,0,1,1,0
customeradvocacy-com,0,5,3,0,0,1,0.05,0,0,1,0,0,0
customercam,0,6,2,0,0,0,0.0,0,0,0,1,0,0
customergyan,0,0,0,0,0,0,0.0,0,0,0,0,0,0
customersure,0,0,0,0,2,0,0.0,0,0,0,0,0,0
customerwise,0,0,1,0,0,0,0.0,0,0,0,0,0,0
customizo,0,0,1,0,0,0,0.0,0,0,0,0,0,0
cut-your-way,0,0,0,0,0,0,0.0,0,0,0,0,1,0
cutcaster,0,4,1,0,0,0,0.0,0,0,0,2,2,0
cutchsoft-private-limited,0,0,5,0,2,0,0.0,0,0,0,0,0,0
cutefund,0,4,0,0,0,1,0.002,0,0,0,1,0,0
cuteness-pet-community,0,3,1,2,0,0,0.0,0,0,0,1,4,0
cutespree,0,3,0,0,0,0,0.0,0,0,0,0,0,0
cutestat,0,0,0,0,0,0,0.0,0,0,0,0,0,0
cutetown,0,3,1,0,0,1,0.015,0,0,0,0,2,0
cutlerydrawer-co-uk,0,1,0,0,0,0,0.0,0,0,0,0,1,0
cutmedia-com,0,0,1,0,0,0,0.0,0,0,0,0,0,0
cutsforless,0,0,0,0,0,0,0.0,0,0,0,0,0,0
cuttinglet,0,0,0,0,0,0,0.0,0,0,0,0,2,0
cuturia,0,3,1,0,0,1,0.01,0,0,0,1,0,0
cuutio-software,0,0,1,0,0,1,0.01,0,0,5,0,0,0
cuwik,0,0,0,0,3,0,0.0,0,0,0,0,1,0
cvkitchen,0,0,0,0,0,0,0.0,0,0,0,0,1,0
cvonthe-net,0,0,0,0,0,0,0.0,0,0,0,0,0,0
cvs-bank,0,0,1,1,0,0,0.0,0,0,0,0,0,0
cvvid,0,0,0,0,0,0,0.0,0,0,0,0,0,0
cw-highlights,0,0,1,0,0,0,0.0,0,0,0,0,0,0
cx,0,1,1,0,0,2,0.5,0,0,3,0,0,0
cxense,3,1,8,5,0,0,0.0,0,0,0,1,0,0
cyber-holdings-inc,0,0,1,0,0,1,0.01,0,0,0,0,0,0
cyber-interns,0,3,0,0,0,1,0.005,0,0,0,0,1,0
cyber-reliant-corp,0,0,1,0,0,1,0.0475,0,0,0,0,0,0
cyber-sports-network,2,0,0,0,0,0,0.0,0,0,0,0,2,0
cyber-world,0,0,0,0,0,0,0.0,0,0,0,0,0,0
cybercity-3d,1,0,1,0,0,2,0.785,0,0,1,0,0,0
cyberghost-srl,0,0,1,0,0,0,0.0,0,0,0,0,0,0
cyberlightning-ltd,0,0,1,2,0,0,0.0,0,0,0,0,0,0
cyberlinks-technologies,0,0,0,0,0,0,0.0,0,0,0,0,0,0
cyberlinks,0,0,0,0,0,0,0.0,0,0,0,0,0,0
cyberlobe-technologies,2,0,1,0,0,0,0.0,0,0,0,0,0,0
cybernated,0,0,0,0,0,0,0.0,0,0,0,0,0,0
cybernator-solutions,0,0,0,1,0,0,0.0,0,0,0,0,0,0
cybernetic-connection,0,0,1,0,0,0,0.0,0,0,0,0,1,0
cyberpuerta,0,0,1,0,0,0,0.0,0,0,0,0,0,0
cyberread,0,1,1,0,0,0,0.0,0,0,0,0,1,0
cyberspace-builder,0,0,0,0,0,0,0.0,0,0,0,0,1,0
cybersports-solutions,0,0,0,0,0,0,0.0,0,0,0,0,0,0
cybersynchs,0,0,1,0,2,0,0.0,0,0,0,0,1,0
cybertech-international-holdings,0,0,0,0,0,0,0.0,0,0,0,0,0,0
cyberu,0,0,1,0,0,0,0.0,0,0,0,0,6,1
cybo,0,2,1,0,0,0,0.0,0,0,0,0,0,0
cybon,0,0,1,1,0,0,0.0,0,0,0,0,0,0
cybozu-startups,2,1,0,0,0,0,0.0,0,0,0,0,0,0
cybrilla-technologies,0,0,0,2,0,0,0.0,1,0,0,0,5,2
cybronics,0,6,2,0,0,1,0.0057,0,0,1,4,0,0
cycle-it,1,0,1,0,0,0,0.0,0,0,0,0,4,0
cycle7,0,0,0,0,0,0,0.0,0,0,0,0,1,0
cyclebiker,0,0,0,0,0,0,0.0,0,0,0,0,0,0
cycleblob,0,0,0,0,0,0,0.0,0,0,0,0,0,0
cyclepedia-ru,0,0,0,0,0,0,0.0,0,0,0,0,0,0
cycling-coj229740,0,0,0,0,0,0,0.0,0,0,0,0,0,0
cydia,0,0,0,0,0,0,0.0,0,0,0,0,0,0
cydiapps,0,0,0,0,0,0,0.0,0,0,0,0,0,0
cyfe,0,0,1,0,0,0,0.0,0,0,0,0,0,0
cyfeon-solutions,0,0,1,0,0,0,0.0,0,0,0,0,0,0
cyfler,0,3,1,0,0,0,0.0,0,0,0,2,2,0
cygnis-media,0,0,1,0,0,0,0.0,0,0,0,0,0,0
cygnul-systems,0,0,0,0,0,0,0.0,0,0,0,0,0,0
cyloop,0,10,3,0,1,0,0.0,0,0,0,6,3,0
cympel,2,0,0,0,2,0,0.0,0,0,0,0,0,0
cyncz,0,0,1,0,0,0,0.0,0,0,0,0,0,0
cyphoma,0,5,1,0,0,1,0.04,0,0,0,1,0,0
cyphort,0,0,1,0,0,2,0.82,0,0,3,0,2,0
cypress-locksmith,0,0,0,0,0,0,0.0,0,0,0,0,0,0
cyprus-stamps,0,0,1,0,0,0,0.0,0,0,0,0,0,0
cyrus-technoedge-pvt-ltd,0,0,1,0,0,0,0.0,0,0,0,0,0,0
d-eus4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
d-modules,0,0,1,0,0,0,0.0,0,0,0,0,0,0
d-o-e-productions-inc,1,0,1,0,1,0,0.0,0,0,0,0,0,0
d-sight,4,3,1,2,0,0,0.0,0,0,0,0,2,0
d-square-nv,0,0,1,0,1,3,0.209,0,0,3,0,0,0
d-studio,0,0,1,0,0,0,0.0,0,0,0,0,0,0
d-vers-com-online-gallery-2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
d2m-direct-2-manufacturer,0,0,1,0,0,0,0.0,0,1,0,0,0,0
d33bo-interactive,0,0,1,0,0,0,0.0,0,0,0,0,0,0
d3media,0,3,1,0,0,0,0.0,0,0,0,2,2,0
d3velopers,0,0,1,0,0,0,0.0,0,0,0,0,0,0
daanav-softwares,0,0,0,0,0,0,0.0,0,0,0,0,0,0
daange,1,5,1,0,0,0,0.0,0,0,0,2,1,0
dabbl,1,0,2,0,0,1,0.102,0,0,7,0,2,0
dabblehq,0,0,0,0,0,0,0.0,0,0,0,0,2,0
dabblr,0,0,0,0,0,0,0.0,0,0,0,0,2,0
dabizmo,1,0,1,0,0,1,0.0075,0,0,0,0,1,0
dacadoo,0,0,1,0,0,0,0.0,0,0,0,0,3,0
dacam,0,0,1,0,0,0,0.0,0,0,0,0,0,0
dacast,0,4,1,0,0,0,0.0,0,0,0,1,0,0
dachis-group,5,0,2,1,0,2,3.75,8,0,2,0,1,0
dacuda,0,0,1,0,0,0,0.0,0,0,0,0,0,0
dada-entertainment,2,4,1,0,0,0,0.0,0,0,0,2,0,0
dada-pet,0,1,1,0,0,0,0.0,0,0,0,0,0,0
dada-room,0,1,1,0,0,1,0.005,0,0,1,0,0,0
dadaphile,0,0,1,1,0,0,0.0,0,0,0,0,2,0
daddy-car-hire,0,0,0,0,0,0,0.0,0,0,0,0,0,0
dadwilldoit,0,0,1,0,0,2,0.1,0,0,1,0,0,0
daemgen-net,0,1,1,0,0,0,0.0,0,0,0,0,1,0
dafiti,2,0,1,0,0,3,16.0,0,0,4,0,9,0
dafoodie,0,0,0,0,0,0,0.0,0,0,0,0,0,0
dagohill,0,0,0,0,0,0,0.0,0,0,0,0,0,0
dagood,0,2,1,0,0,0,0.0,0,0,0,0,4,0
daily-app-dream,0,0,1,0,0,0,0.0,0,0,0,0,0,0
daily-crowdsource,0,0,1,0,0,0,0.0,0,0,0,0,1,0
daily-deal-builder,0,2,2,1,0,0,0.0,0,0,0,0,0,0
daily-deal-pros,0,0,1,0,0,0,0.0,0,0,0,0,0,0
daily-deal-superstore,0,0,0,0,0,0,0.0,0,0,0,0,0,0
daily-deal-tips,0,0,1,0,0,0,0.0,0,0,0,0,1,0
daily-deals-hq,0,0,0,0,0,0,0.0,0,0,0,0,0,0
daily-deals-nz,0,0,0,0,0,0,0.0,0,0,0,0,0,0
daily-dealster,0,0,0,0,0,0,0.0,0,0,0,0,0,0
daily-derbi,0,2,0,0,0,0,0.0,0,0,0,0,0,0
daily-flat-rental,0,0,1,0,2,0,0.0,0,0,0,0,0,0
daily-frugals,0,3,1,0,1,0,0.0,0,0,0,0,2,0
daily-gangster,0,0,0,1,0,0,0.0,0,0,0,0,0,0
daily-gourmet,0,0,1,0,0,0,0.0,0,0,0,0,0,0
daily-grommet,0,0,1,0,0,6,0.571,0,0,5,0,1,0
daily-mom,0,1,0,0,0,0,0.0,0,0,0,0,0,0
daily-pic,0,0,1,0,0,1,0.015,0,0,0,0,0,0
daily-secret,0,0,2,0,0,1,0.185,0,0,3,0,2,1
daily-social,0,0,0,0,0,0,0.0,0,0,0,0,1,0
daily-trading-report,0,0,1,0,0,0,0.0,0,0,0,0,0,0
dailybread-365,0,0,0,2,0,0,0.0,0,0,0,0,2,0
dailycaption,0,0,1,0,0,0,0.0,0,0,0,0,2,0
dailyclik,0,0,0,0,0,0,0.0,0,0,0,0,0,0
dailycloset,0,0,1,0,0,0,0.0,0,0,0,0,0,0
dailydeal-com,0,0,0,0,0,0,0.0,0,0,0,0,11,0
dailydigital,3,0,1,0,0,2,0.015,0,0,3,0,3,0
dailydrill,0,0,0,0,0,0,0.0,0,0,0,0,1,0
dailygobble,0,0,2,0,0,0,0.0,0,0,0,0,0,0
dailylook,0,0,1,0,0,2,0.25,0,0,8,0,1,0
dailymarkets,0,0,1,0,0,0,0.0,0,0,0,0,1,0
dailymile,0,0,1,0,0,0,0.0,0,0,0,0,2,0
dailypath,0,0,2,0,0,0,0.0,0,0,0,0,4,0
dailyperfect,0,0,1,0,0,0,0.0,0,0,0,0,0,0
dailyplaces-gmbh,0,4,1,0,0,2,0.0025,0,0,1,2,0,0
dailyrx-news,0,3,1,0,0,0,0.0,0,0,0,0,0,0
dailysingle,0,0,1,0,0,0,0.0,0,0,0,0,1,0
dailyspank,0,0,1,0,0,0,0.0,0,0,0,0,4,0
dailysteals,0,7,1,0,0,0,0.0,0,0,0,1,1,0
dailyticket,0,3,0,0,0,1,0.005,0,0,0,1,0,0
dailyworth,0,0,1,0,0,3,0.385,0,0,25,0,2,0
dain-binders-blog,0,4,0,0,0,0,0.0,0,0,0,2,3,0
dains-movie-reviews,0,0,0,1,0,0,0.0,0,0,0,0,3,0
daisydisk-team,0,0,0,0,0,0,0.0,0,0,0,0,0,0
daixe,0,0,1,0,0,1,0.002,0,0,0,0,0,0
dajafa-com,0,0,0,0,0,0,0.0,0,0,0,0,1,0
dakara,0,0,2,0,0,0,0.0,0,0,0,0,0,0
dakick-com,0,0,1,0,0,0,0.0,0,0,0,0,3,0
dakick,0,0,1,0,0,1,0.035,0,0,0,0,3,0
dakshadesign,0,0,2,0,0,0,0.0,0,0,0,0,0,0
dakwak,0,0,0,0,0,0,0.0,0,0,0,0,0,0
dal33t-gmbh,0,4,1,0,0,0,0.0,0,0,0,1,0,0
dalekh,0,0,0,0,0,0,0.0,0,0,0,0,1,0
dallas-video-production,0,0,1,0,0,0,0.0,0,0,0,0,0,0
daminion-software,0,4,3,0,0,0,0.0,0,0,0,0,2,0
dan-goldmans-cash-for-gold,0,0,0,0,0,0,0.0,0,0,0,0,0,0
dana-translation,0,0,0,0,0,1,0.0005,0,0,0,0,1,0
danaconnect,0,0,1,0,0,0,0.0,0,0,0,0,0,0
dance-cam-shuffle,0,2,1,0,0,0,0.0,0,0,0,0,0,0
dance-channel-tv-inc,0,0,1,1,0,0,0.0,0,0,0,0,0,0
dancejam,0,2,1,1,0,2,0.45,0,0,10,0,5,2
dancemaps-com,0,0,0,0,0,0,0.0,0,0,0,0,2,0
danceshowoff,0,0,1,0,0,0,0.0,0,0,0,0,0,0
dancesport-innovations,0,0,1,0,0,0,0.0,0,0,0,0,0,0
dandingo,0,0,1,0,0,0,0.0,0,0,0,0,0,0
dandybox,0,0,0,0,0,0,0.0,0,0,0,0,0,0
dandyid,0,0,1,0,0,0,0.0,0,0,0,0,6,1
danger-room-gaming,0,0,1,0,1,2,0.0355,0,0,0,0,2,0
dante-technologis,0,0,1,0,0,0,0.0,0,0,0,0,0,0
dantoon,0,0,1,0,0,0,0.0,0,0,0,0,1,0
danube-direct,0,0,0,0,0,0,0.0,0,0,0,0,0,0
danyuki-software,0,4,1,0,0,0,0.0,0,0,0,2,1,0
daparto-der-autoteile-marktplatz,1,0,1,0,0,0,0.0,0,0,0,0,2,0
daphnis-labs,0,0,0,0,0,0,0.0,0,0,0,0,0,0
dapper-gentlemen,0,4,1,0,0,0,0.0,0,0,0,2,2,0
dapsem,0,0,0,0,0,0,0.0,0,0,0,0,0,0
daqri,0,4,1,0,3,0,0.0,0,0,0,0,1,0
dar-fm,0,0,1,0,0,0,0.0,0,0,0,0,5,3
dar-software,0,0,0,0,0,0,0.0,0,0,0,0,0,0
daraz-pk,0,0,1,0,0,0,0.0,0,0,0,0,0,0
darcy-developments,0,0,1,0,0,0,0.0,0,0,0,0,1,0
daric,0,0,1,0,0,1,0.0,0,0,4,0,1,0
daricland-company,0,0,0,0,0,0,0.0,0,0,0,0,0,0
daring-software,0,3,1,0,0,0,0.0,0,0,0,0,3,0
dark-park-studios,0,0,1,0,0,0,0.0,0,0,0,0,0,0
dark-skull-studios,0,0,0,0,0,0,0.0,0,0,0,0,0,0
darkhorse-analytics,0,0,1,0,0,0,0.0,0,0,0,0,0,0
darkprint-limited,0,0,0,0,0,0,0.0,0,0,0,0,0,0
darrb,0,2,1,0,0,0,0.0,0,0,0,1,4,0
darriens-2,0,3,4,0,0,0,0.0,0,0,0,0,1,0
darriens,0,3,4,0,0,0,0.0,0,0,0,0,1,0
darts-com,0,0,0,0,0,0,0.0,0,0,0,0,0,0
darudar,0,2,0,0,0,0,0.0,0,0,0,0,2,0
darwin-ecosystem,0,0,0,0,0,0,0.0,0,0,0,0,1,0
darwin-technology-ventures,0,0,1,0,0,0,0.0,0,0,0,0,0,0
dasdak,0,0,1,0,0,1,0.015,0,0,1,0,0,0
dash-media-sales,0,0,1,0,0,0,0.0,0,0,0,0,0,0
dash-software,0,0,1,0,1,0,0.0,0,0,0,0,0,0
dash7-alliance,0,0,1,1,0,0,0.0,0,0,0,0,0,0
dashable-com,0,0,1,0,0,0,0.0,0,0,0,0,2,0
dashbook,0,0,1,0,0,0,0.0,0,0,0,0,0,0
dashburst,1,0,1,0,0,0,0.0,0,0,0,0,0,0
dashes,0,0,1,0,0,0,0.0,0,0,0,0,0,0
dashgo,0,4,1,2,1,0,0.0,0,0,0,0,0,0
dashlane,0,0,2,0,0,1,0.5,0,0,2,0,4,0
dashsell,0,0,0,0,0,0,0.0,0,0,0,0,4,0
dashthis,0,0,1,0,0,0,0.0,0,0,0,0,1,0
dasinfomedia,0,0,1,0,0,0,0.0,0,0,0,0,0,0
daspert-software,0,0,1,0,0,0,0.0,0,0,0,0,0,0
dassnagar,0,0,2,0,0,0,0.0,0,0,0,0,0,0
dasuppastudios,0,0,1,0,0,0,0.0,0,0,0,0,0,0
data-bakery,0,0,1,0,0,0,0.0,0,0,0,0,1,0
data-dancing-software,0,0,0,0,0,0,0.0,0,0,0,0,0,0
data-jelly,0,2,1,0,0,0,0.0,0,0,0,1,0,0
data-publica,0,0,0,0,0,0,0.0,0,0,0,0,0,0
data-scout,0,0,4,0,0,0,0.0,0,0,0,0,0,0
data-zealot,0,0,0,0,0,0,0.0,0,0,0,0,0,0
database101,0,0,1,0,0,0,0.0,0,0,0,0,1,0
datacoup,0,0,1,0,1,1,0.033,0,0,0,0,0,0
datacratic,0,0,1,0,0,1,0.2,0,0,2,0,1,0
datadog,0,0,1,0,0,2,0.62,0,0,8,0,0,0
datafeedscripts,0,0,1,0,0,0,0.0,0,0,0,0,0,0
datafiniti,0,0,1,0,0,0,0.0,0,0,0,0,1,0
datafission,0,0,1,0,0,0,0.0,0,0,0,0,0,0
datagravity,0,0,1,0,0,2,4.2,0,0,5,0,0,0
dataguru-in-2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
datahug,2,0,1,0,0,2,0.4,0,0,3,0,0,0
dataindi-com,0,0,0,0,0,0,0.0,0,0,0,0,0,0
datalla,0,0,1,0,0,0,0.0,0,0,0,0,0,0
datalot-inc,0,0,1,0,0,1,0.0,0,0,2,0,1,0
datam,0,0,3,0,0,1,0.43,0,0,0,0,4,0
datamatt,0,0,0,0,0,0,0.0,0,0,0,0,0,0
datameer,5,0,3,0,0,3,1.78,0,0,3,0,0,0
dataminr,0,0,0,0,0,1,1.65,0,0,0,0,0,0
datapeople-internet-marketing-agency,0,0,0,0,0,0,0.0,0,0,0,0,0,0
datapoint-media,0,0,1,0,0,0,0.0,0,0,0,0,2,0
datapop,0,0,1,0,0,2,0.87,0,0,9,0,0,0
dataportability,0,0,0,0,0,0,0.0,0,0,0,0,11,0
datarati,0,0,1,0,0,0,0.0,0,0,0,0,0,0
datarella,2,0,1,5,0,0,0.0,0,0,0,0,0,0
datarockit,0,0,1,0,0,0,0.0,0,0,0,0,0,0
datarpm,0,0,1,0,0,0,0.0,0,0,0,0,2,0
datascoops,0,0,1,0,0,0,0.0,0,0,0,0,0,0
datatech-india,0,0,0,0,0,0,0.0,0,0,0,0,0,0
datatracker,0,4,1,0,0,1,0.0016,0,0,1,0,3,0
dataxu,0,0,3,0,0,3,4.58,1,0,9,0,0,0
date-my-ride,0,0,1,0,0,0,0.0,0,0,0,0,0,0
date-night-is,0,1,0,0,0,0,0.0,0,0,0,0,2,0
date-or-done,0,0,0,0,0,0,0.0,0,0,0,0,0,0
datebid-limited,1,0,0,1,0,0,0.0,0,0,0,0,0,0
datebility,0,0,0,0,0,0,0.0,0,0,0,0,0,0
datebuzz,0,0,0,0,0,0,0.0,0,0,0,0,0,0
datecover,0,3,0,0,0,0,0.0,0,0,0,2,0,0
datedicted,0,3,1,0,0,0,0.0,0,0,0,0,0,0
dateiitians,0,0,1,0,0,0,0.0,0,0,0,0,0,0
datemapps,0,0,1,0,0,0,0.0,0,0,0,0,1,0
datemycircle,0,0,0,0,0,0,0.0,0,0,0,0,0,0
datemyfamily-com,2,0,1,0,1,1,0.01,0,0,1,0,4,0
datemyschool,0,0,1,0,0,0,0.0,0,0,0,0,3,0
dateoften,0,5,1,0,0,0,0.0,0,0,0,1,3,0
dateolicious,0,5,1,0,0,0,0.0,0,0,0,0,1,0
datepad,0,2,0,0,0,0,0.0,0,0,0,1,2,0
daterly,0,0,0,0,0,0,0.0,0,0,0,0,0,0
dates-near-me,0,0,0,0,0,0,0.0,0,0,0,0,0,0
dather,0,0,0,0,0,0,0.0,0,0,0,0,2,0
dating-business,0,0,0,0,0,0,0.0,0,0,0,0,0,0
dating-factory,0,0,4,0,0,0,0.0,0,0,0,0,0,0
dating-for-a-cause,0,0,0,0,0,0,0.0,0,0,0,0,1,0
dating-software-script,0,0,0,0,0,0,0.0,0,0,0,0,0,0
datingbullet-com,0,0,0,1,0,0,0.0,0,0,0,0,0,0
datingsauce,0,0,1,0,0,0,0.0,0,0,0,0,1,0
datingstartshere,0,0,0,0,0,0,0.0,0,0,0,0,0,0
dato-capital,2,2,1,0,0,1,0.015,0,0,0,0,1,0
datosde,0,0,0,0,0,0,0.0,0,0,0,0,0,0
dattch,0,0,1,0,0,0,0.0,0,0,0,0,0,0
datto,2,2,1,2,0,0,0.0,0,0,0,0,1,0
datumsquare-it-services,0,0,0,0,0,0,0.0,0,0,0,0,0,0
dau-up,0,0,1,0,0,0,0.0,0,0,0,0,0,0
dauntless,0,0,1,0,0,0,0.0,0,0,0,0,0,0
dauria-aerospace,0,0,3,0,0,0,0.0,0,0,0,0,0,0
dave-partners,0,0,1,0,0,0,0.0,0,0,0,0,1,0
davidstea,0,0,1,0,0,1,1.4,0,0,1,0,0,0
davigold,0,1,1,0,0,0,0.0,0,0,0,0,0,0
davyin-internet-solutions,0,0,1,0,0,0,0.0,0,0,0,0,0,0
dawn-of-play,0,0,1,3,0,0,0.0,0,0,0,0,2,0
dawurm,3,0,0,0,0,0,0.0,0,0,0,0,1,0
dax-automation,0,0,1,0,0,0,0.0,0,0,0,0,0,0
day-one,1,0,0,0,0,0,0.0,0,0,0,0,0,0
daybilling,0,0,0,0,0,0,0.0,0,0,0,0,0,0
daygrab,0,0,0,0,0,0,0.0,0,0,0,0,0,0
dayhaps,0,3,1,0,0,0,0.0,0,0,0,0,0,0
daynix,0,0,1,0,0,0,0.0,0,0,0,0,0,0
daype,0,0,0,0,0,0,0.0,0,0,0,0,0,0
daytum,0,0,1,0,0,0,0.0,0,0,0,0,2,0
dayzipping,0,0,1,0,0,0,0.0,0,0,0,0,2,0
dayzu,0,0,0,0,0,0,0.0,0,0,0,0,0,0
dazult,0,0,0,0,0,0,0.0,0,0,0,0,0,0
dazzle-technolab-pvt-ltd,0,0,1,0,0,0,0.0,0,0,0,0,0,0
dazzlethedeals-com,0,0,0,0,0,0,0.0,0,0,0,0,0,0
dazzling-beauty-group,0,0,1,0,0,1,0.015,0,0,0,0,0,0
db3-mobile,0,0,1,0,0,1,0.075,0,0,0,0,0,0
db50,0,0,0,0,0,0,0.0,0,0,0,0,0,0
dbe-agency,0,0,0,0,0,0,0.0,0,0,0,0,0,0
dbg,0,0,4,0,1,0,0.0,1,0,0,0,3,0
dbj-financial-services,0,0,0,0,0,1,0.0115,0,0,1,0,0,0
dbl-llc,0,9,2,6,5,0,0.0,0,0,0,6,0,0
dbl-surety-3,0,0,1,0,0,0,0.0,0,0,0,0,0,0
dbshards,0,0,1,0,0,0,0.0,0,0,0,0,0,0
dbtwang,0,0,0,0,1,2,0.019,0,0,2,0,2,0
dc-metro-food-tours,0,0,1,0,0,0,0.0,0,0,0,0,0,0
dc-web-services-pvt-ltd,0,0,1,0,0,0,0.0,0,0,0,0,0,0
dcf-technologies,0,0,1,0,0,1,0.086,0,0,1,0,0,0
dcl-ventures-inc,1,0,0,0,0,0,0.0,0,0,0,0,2,0
dcmobility,0,0,1,0,0,1,0.0455,0,0,0,0,0,0
dcpagesapps,0,0,0,0,0,0,0.0,0,0,0,0,0,0
dcs,0,0,0,0,0,0,0.0,0,0,0,0,0,0
dcu-ryan-academy-for-entrepreneurship,0,0,1,0,0,0,0.0,0,1,0,0,0,0
dcyder,0,0,1,0,0,0,0.0,0,0,0,0,2,0
ddn-media,0,0,1,0,0,0,0.0,0,0,0,0,0,0
ddt-software,0,0,1,0,0,0,0.0,0,0,0,0,0,0
ddvtech,0,4,1,0,0,1,0.05,0,0,1,3,3,0
ddx-media,0,1,1,0,0,1,0.0,0,0,0,0,0,0
de-bee,0,0,0,0,0,0,0.0,0,0,0,0,0,0
de-de,0,0,0,2,0,0,0.0,0,0,0,0,3,0
de-revolutione,0,0,1,0,0,1,0.125,0,0,3,0,0,0
dead-inventory-management-system,0,0,1,0,0,0,0.0,0,0,0,0,0,0
dead-technical,0,0,1,0,0,0,0.0,0,0,0,0,0,0
deadsocial,4,0,1,0,0,0,0.0,0,0,0,0,1,0
deal-a-day,0,0,1,0,0,0,0.0,0,0,0,0,0,0
deal-co-op,0,0,1,0,0,2,0.0516,0,0,4,0,2,0
deal-com-sg,0,0,1,0,0,1,0.1,0,0,1,0,0,0
deal-current-network,0,0,1,1,0,0,0.0,0,0,0,0,4,0
deal-grabber,0,0,0,0,0,0,0.0,0,0,0,0,0,0
deal-in-city,0,4,1,0,0,1,0.02,0,0,1,1,1,0
deal-linker,0,2,1,1,0,0,0.0,0,0,0,0,1,0
deal-ninja,0,0,0,0,0,0,0.0,0,0,0,0,0,0
deal-or-deals,0,0,1,0,0,0,0.0,0,0,0,0,0,0
deal-phoenix,0,0,1,0,0,0,0.0,0,0,0,0,1,0
deal-pinch,0,0,1,0,0,0,0.0,0,0,0,0,0,0
deal-romeo,0,0,0,0,0,0,0.0,0,0,0,0,0,0
deal-umpire,0,0,1,0,0,0,0.0,0,0,0,0,1,0
deal-united,1,0,3,0,0,3,0.5,0,0,9,0,0,0
deal-zippy,0,1,0,0,0,0,0.0,0,0,0,0,0,0
deal-zoo,0,0,1,0,0,0,0.0,0,0,0,0,2,0
deal4loans,1,0,1,0,0,0,0.0,0,0,0,0,0,0
deal51,0,0,1,0,0,0,0.0,0,0,0,0,3,0
dealaboo-com,0,0,1,0,0,0,0.0,0,0,0,0,0,0
dealam-com,0,2,0,0,0,0,0.0,0,0,0,1,0,0
dealangel,2,0,1,0,0,3,0.0868,0,0,4,0,0,0
dealanzeiger-ch,0,0,0,0,0,0,0.0,0,0,0,0,0,0
dealbase-corporation,0,0,1,0,0,1,0.1,0,0,3,0,4,0
dealbind,0,0,1,0,0,0,0.0,0,0,0,0,1,0
dealbird,0,5,1,0,0,1,0.0,0,0,0,4,0,0
dealblabs-coupon-codes,0,0,0,0,0,0,0.0,0,0,0,0,0,0
dealboss-sl,0,2,0,1,0,0,0.0,0,0,0,0,6,0
dealbull,0,0,1,0,0,0,0.0,0,0,0,0,0,0
dealcanada,0,4,0,0,0,0,0.0,0,0,0,2,0,0
dealchucker-2,0,2,0,0,0,0,0.0,0,0,0,0,0,0
dealdash,0,5,1,0,0,1,0.15,0,0,1,0,1,0
dealdivine,0,5,0,0,0,0,0.0,0,0,0,3,0,0
dealdown,0,0,1,0,0,0,0.0,0,0,0,0,2,0
dealdrums,0,0,0,0,0,0,0.0,0,0,0,0,0,0
dealeeyo,0,0,0,0,0,0,0.0,0,0,0,0,0,0
dealer-ignition,4,0,1,3,3,1,0.01,0,0,1,0,2,0
dealer-uplink,0,0,1,0,0,0,0.0,0,0,0,0,0,0
dealerbahn,0,1,1,0,0,0,0.0,0,0,0,0,2,0
dealeruplink,1,0,1,0,0,0,0.0,0,0,0,0,0,0
dealfan,0,3,0,0,0,0,0.0,0,0,0,0,5,0
dealfetch,0,0,0,0,0,0,0.0,0,0,0,0,2,0
dealflats,0,0,1,0,0,0,0.0,0,0,0,0,0,0
dealflicks,2,0,1,0,0,0,0.0,0,0,0,0,4,0
dealgado,0,0,0,0,0,0,0.0,0,0,0,0,2,0
dealgrabbr,0,0,1,0,0,0,0.0,0,0,0,0,0,0
dealguys-net,0,1,1,0,1,1,0.0,0,0,0,1,4,0
dealhamper,0,2,0,0,0,0,0.0,0,0,0,0,2,0
dealhamster,0,0,0,0,0,1,0.0,0,0,1,0,0,0
dealhomer,0,3,1,0,0,0,0.0,0,0,0,2,2,0
deali-sh,0,1,1,0,0,0,0.0,0,0,0,0,1,0
dealicio-llc,0,5,1,1,0,0,0.0,0,0,0,0,0,0
dealicious,0,0,0,0,0,0,0.0,0,0,0,0,0,0
dealieos,0,0,1,0,0,0,0.0,0,0,0,0,1,0
dealinga-com-ltd,0,1,1,0,0,0,0.0,0,0,0,1,0,0
dealingers-com,1,0,0,0,0,0,0.0,0,0,0,0,1,0
dealinglocal,0,0,1,0,0,0,0.0,0,0,0,0,0,0
dealirius,0,2,0,0,0,0,0.0,0,0,0,0,0,0
dealised,1,0,1,0,0,1,0.65,0,0,2,0,1,0
dealisin,0,15,0,0,0,0,0.0,0,0,0,1,0,0
